issueCount,syncInterval,run,createTTVF,updateTTVF
5,60,1,2.423471000000063,4.533013999999639
5,60,1,2.141706999995222,4.688680999999633
5,60,1,2.0944560000061756,4.5637210000131745
5,60,1,2.491070000018226,5.516694999998435
5,60,1,2.8567760000005364,4.649432000005618
25,60,1,2.2608110000146553,5.447838000021875
25,60,1,3.309175000002142,24.213609000027645
25,60,1,2.0132079999893904,5.056706000003032
25,60,1,2.384745000046678,24.530763000017032
25,60,1,1.934499999973923,25.232073999999557
25,60,1,2.277373999997508,24.93159300001571
25,60,1,1.9669749999884516,25.0208430000348
25,60,1,2.2568690000334755,26.025688000023365
25,60,1,2.772523000021465,24.708397999987938
25,60,1,2.461373000056483,24.635247000027448
25,60,1,2.486496000085026,5.141483000013977
25,60,1,2.388850999996066,24.784963999991305
25,60,1,2.2199300000211224,26.075219999998808
25,60,1,2.164364999975078,5.314355000038631
25,60,1,2.336458000005223,25.451764999888837
25,60,1,2.276456999941729,24.894773000036366
25,60,1,2.4824729999527335,25.583664000034332
25,60,1,2.864742000005208,25.521655999938957
25,60,1,2.320573000004515,25.227307999972254
25,60,1,2.3715819999342784,6.691743000061251
25,60,1,2.609322000062093,25.47395500005223
25,60,1,2.427934999926947,6.070570000098087
25,60,1,2.5510429999558255,24.527837999979965
25,60,1,2.671650000032969,27.624627999961376
25,60,1,2.357960999943316,26.366617999970913
5,60,2,1.9743999999482185,24.752297000028193
5,60,2,2.035363000119105,4.803202000213787
5,60,2,2.314532000105828,4.150057000108063
5,60,2,2.0268930001184344,24.86559799988754
5,60,2,1.8650670000351965,3.990129000041634
25,60,2,2.092036999994889,25.79340899991803
25,60,2,2.0570399998687208,25.543013999937102
25,60,2,2.0520079999696463,25.328820999944583
25,60,2,2.7941520002204925,24.129675999982283
25,60,2,2.0173510001040995,25.240158000029624
25,60,2,2.0349960001185536,7.233252999838442
25,60,2,2.219544999767095,23.814968999940902
25,60,2,1.992749999742955,24.836294000037014
25,60,2,2.4854429997503757,25.356887000147253
25,60,2,2.2434590002521873,24.991673999931663
25,60,2,2.3607479999773204,25.531161000020802
25,60,2,2.5858379998244345,5.460432999767363
25,60,2,2.4952679998241365,5.426418999675661
25,60,2,2.249278999865055,25.343493999913335
25,60,2,2.266667999792844,24.533210000023246
25,60,2,2.6934380000457168,25.40593500016257
25,60,2,2.398730999790132,24.712461000308394
25,60,2,3.695074999704957,24.65596100036055
25,60,2,2.657205000054091,25.597982000093907
25,60,2,2.447449999861419,24.445563999935985
25,60,2,2.358512000180781,26.01330400025472
25,60,2,2.492141999769956,6.799105000216514
25,60,2,2.412435000296682,26.072927000001073
25,60,2,2.836180000100285,25.814866000320762
25,60,2,3.0754499998874962,25.187911999877542
5,60,3,1.8515930003486574,4.3369160001166165
5,60,3,1.7789430003613234,4.19088299991563
5,60,3,1.988277000375092,4.387595999985933
5,60,3,1.9418420000001788,23.96674000006169
5,60,3,1.800226999912411,24.14685199968517
25,60,3,2.085536999627948,24.739317999687046
25,60,3,2.4610510002821684,24.832828999962658
25,60,3,2.0837320000864565,24.864306000061333
25,60,3,2.1196719999425113,25.8126030000858
25,60,3,3.133307000156492,24.07137899985537
25,60,3,2.2383350003510714,25.42886700015515
25,60,3,2.024015000090003,24.637976000085473
25,60,3,2.3411420001648366,26.70493400003761
25,60,3,3.7807399998418987,25.018358999863267
25,60,3,2.2122579999268055,25.51929900003597
25,60,3,2.0166460000909865,25.25365100009367
25,60,3,2.1020820001140237,25.42721900017932
25,60,3,2.4652680000290275,25.411361999809742
25,60,3,2.352929000277072,25.73656400013715
25,60,3,2.4487510002218187,24.999238000251353
25,60,3,2.0697539998218417,25.87574000004679
25,60,3,2.4634899999946356,26.336736999917775
25,60,3,2.7092589996755123,25.525539999827743
25,60,3,2.7322829999029636,24.166431999765337
25,60,3,2.6110809999518096,25.532285999972373
25,60,3,2.6347570000216365,25.546358000021428
25,60,3,2.940233000088483,25.156910999678075
25,60,3,2.6368929999880493,26.448361000046134
25,60,3,2.646013000048697,25.32636500010267
25,60,3,3.6010400000959635,26.725861999671906
5,60,4,1.8958189999684691,25.29775799997151
5,60,4,1.6653300002217293,24.903206000104547
5,60,4,2.276712999679148,25.17083500046283
5,60,4,1.9802660001441836,4.214550000615418
5,60,4,2.2072160001844168,25.158746000379324
25,60,4,3.7679900005459785,25.128332999534905
25,60,4,1.9552699998021126,24.79111300036311
25,60,4,1.9233450004830956,24.57719700038433
25,60,4,2.27025100030005,25.540099000558257
25,60,4,1.9541520001366735,25.513148999772966
25,60,4,1.9480750001966953,25.406649999320507
25,60,4,2.169883000664413,24.708575000055134
25,60,4,2.075463999994099,24.653303999453783
25,60,4,2.152560000307858,24.407928999513388
25,60,4,2.7449510004371405,25.09946900047362
25,60,4,2.044602000154555,25.08389599993825
25,60,4,1.9227860001847148,25.80920199956745
25,60,4,2.360857999883592,25.657506000250578
25,60,4,2.510098999366164,25.54810700006783
25,60,4,2.930655000731349,24.596233000047505
25,60,4,2.2520570000633597,25.562277999706566
25,60,4,4.356550000607967,24.92080400045961
25,60,4,2.325916999951005,25.47408500034362
25,60,4,2.670998999848962,24.78237000014633
25,60,4,2.4533700002357364,24.817494000308216
25,60,4,2.4711619997397065,25.254383999854326
25,60,4,2.9165580002591014,24.661727000027895
25,60,4,2.5793300000950694,25.24864999949932
25,60,4,2.7739700004458427,25.30811500083655
25,60,4,3.1882750000804663,25.22927900031209
5,60,5,2.352855999954045,24.948218000121415
5,60,5,1.7291069999337196,4.254998999647796
5,60,5,1.9744720002636313,4.379222000017762
5,60,5,1.8298710007220507,25.25694700051099
5,60,5,2.0507960002869368,4.120094999670982
25,60,5,3.5272969994693995,25.593096000142395
25,60,5,1.9602990001440048,25.469524999149144
25,60,5,1.8129780003800988,5.384255999699235
25,60,5,2.429713999852538,5.320088999345899
25,60,5,1.8057250007987022,24.457077000290155
25,60,5,2.2513830000534654,25.15398900024593
25,60,5,2.588266000151634,25.577545000240207
25,60,5,2.2617420004680753,25.670841000042856
25,60,5,2.416414000093937,25.90050600003451
25,60,5,1.984939000569284,25.586077000014484
25,60,5,2.5331359999254346,25.79788500070572
25,60,5,2.4986849995329976,25.832138000056148
25,60,5,2.4496480002999306,25.60016900021583
25,60,5,2.7767839999869466,25.96849500015378
25,60,5,2.3817040007561445,25.59861300047487
25,60,5,2.7834080001339316,25.31076699960977
25,60,5,2.564174000173807,26.415072000585496
25,60,5,2.385320999659598,26.23985599912703
25,60,5,2.3272749995812774,25.635861999355257
25,60,5,2.731905000284314,26.15882500074804
25,60,5,5.161466999910772,26.545051000081003
25,60,5,2.6336589995771646,25.07513799984008
25,60,5,2.651180999353528,26.696337000466883
25,60,5,3.004262000322342,26.494149000383914
25,60,5,3.21167999971658,26.183364999480546
